date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:51:53	13627/13627	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2016:51:53%20GMT	https://sasi.com.br/security	/Users/olavomac/template/SASI-website/sasi.com.br/security.html	(from )
12:51:54	84/84	---MCZ	200	added ('OK')	text/plain	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/robots.txt		(from )
12:51:55	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:51:55%20GMT	http://sasi.com.br/manifest.json	/Users/olavomac/template/SASI-website/sasi.com.br/manifest.1.delayed	(from https://sasi.com.br/security)
12:51:56	446/446	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/manifest.json	/Users/olavomac/template/SASI-website/sasi.com.br/manifest.json	(from https://sasi.com.br/security)
12:51:56	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:51:56%20GMT	http://sasi.com.br/favicon-32x32.png	/Users/olavomac/template/SASI-website/sasi.com.br/favicon-32x32.png	(from https://sasi.com.br/security)
12:51:57	2191/2191	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/favicon-32x32.png	/Users/olavomac/template/SASI-website/sasi.com.br/favicon-32x32.png	(from https://sasi.com.br/security)
12:51:58	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:51:58%20GMT	http://sasi.com.br/favicon-96x96.png	/Users/olavomac/template/SASI-website/sasi.com.br/favicon-96x96.png	(from https://sasi.com.br/security)
12:51:59	4909/4909	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/favicon-96x96.png	/Users/olavomac/template/SASI-website/sasi.com.br/favicon-96x96.png	(from https://sasi.com.br/security)
12:52:00	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:00%20GMT	http://sasi.com.br/favicon-16x16.png	/Users/olavomac/template/SASI-website/sasi.com.br/favicon-16x16.png	(from https://sasi.com.br/security)
12:52:01	1389/1389	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/favicon-16x16.png	/Users/olavomac/template/SASI-website/sasi.com.br/favicon-16x16.png	(from https://sasi.com.br/security)
12:52:02	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:02%20GMT	http://sasi.com.br/apple-icon-180x180.png	/Users/olavomac/template/SASI-website/sasi.com.br/apple-icon-180x180.png	(from https://sasi.com.br/security)
12:52:03	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:52:03%20GMT	https://sasi.com.br/apple-icon-180x180.png	/Users/olavomac/template/SASI-website/sasi.com.br/apple-icon-180x180.png	(from https://sasi.com.br/security)
12:52:04	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:04%20GMT	http://sasi.com.br/logo-sasi.svg	/Users/olavomac/template/SASI-website/sasi.com.br/logo-sasi.svg	(from https://sasi.com.br/security)
12:52:06	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:52:06%20GMT	https://sasi.com.br/logo-sasi.svg	/Users/olavomac/template/SASI-website/sasi.com.br/logo-sasi.svg	(from https://sasi.com.br/security)
12:52:06	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:06%20GMT	http://sasi.com.br/service-worker.js	/Users/olavomac/template/SASI-website/sasi.com.br/service-worker.js	(from https://sasi.com.br/security)
12:52:08	2577/2577	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2030%20Jan%202023%2016:52:07%20GMT	https://sasi.com.br/service-worker.js	/Users/olavomac/template/SASI-website/sasi.com.br/service-worker.js	(from https://sasi.com.br/security)
12:52:08	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:08%20GMT	http://sasi.com.br/client/shimport@2.0.4.js	/Users/olavomac/template/SASI-website/sasi.com.br/client/shimport@2.0.4.js	(from https://sasi.com.br/security)
12:52:10	7318/7318	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2030%20Jan%202023%2016:52:09%20GMT	https://sasi.com.br/client/shimport@2.0.4.js	/Users/olavomac/template/SASI-website/sasi.com.br/client/shimport@2.0.4.js	(from https://sasi.com.br/security)
12:52:10	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:10%20GMT	http://sasi.com.br/client/client-06e491bf.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/client-06e491bf.css	(from https://sasi.com.br/security)
12:52:12	15601/15601	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2021:55:48%20GMT	https://sasi.com.br/client/client-06e491bf.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/client-06e491bf.css	(from https://sasi.com.br/security)
12:52:12	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:12%20GMT	http://sasi.com.br/client/SContent-c9f61893.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/SContent-c9f61893.css	(from https://sasi.com.br/security)
12:52:13	963/963	---MCZ	200	added ('OK')	text/css	date:Mon,%2030%20Jan%202023%2013:24:30%20GMT	https://sasi.com.br/client/SContent-c9f61893.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/SContent-c9f61893.css	(from https://sasi.com.br/security)
12:52:14	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:14%20GMT	http://sasi.com.br/client/security-0e1caa78.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/security-0e1caa78.css	(from https://sasi.com.br/security)
12:52:16	73/73	---MCZ	200	added ('OK')	text/css	date:Mon,%2030%20Jan%202023%2016:52:15%20GMT	https://sasi.com.br/client/security-0e1caa78.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/security-0e1caa78.css	(from https://sasi.com.br/security)
12:52:16	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:16%20GMT	http://sasi.com.br/platform	/Users/olavomac/template/SASI-website/sasi.com.br/platform	(from https://sasi.com.br/security)
12:52:18	18430/18430	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2016:52:17%20GMT	https://sasi.com.br/platform	/Users/olavomac/template/SASI-website/sasi.com.br/platform.html	(from https://sasi.com.br/security)
12:52:18	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:18%20GMT	http://sasi.com.br/	/Users/olavomac/template/SASI-website/sasi.com.br/index.html	(from https://sasi.com.br/security)
12:52:18	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:19%20GMT	http://sasi.com.br/pricing	/Users/olavomac/template/SASI-website/sasi.com.br/pricing.19.delayed	(from https://sasi.com.br/security)
12:52:19	14289/14289	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2030%20Jan%202023%2016:52:20%20GMT	https://sasi.com.br/pricing	/Users/olavomac/template/SASI-website/sasi.com.br/pricing	(from https://sasi.com.br/security)
12:52:20	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:20%20GMT	http://sasi.com.br/gallery	/Users/olavomac/template/SASI-website/sasi.com.br/gallery	(from https://sasi.com.br/security)
12:52:22	99920/99920	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2016:52:21%20GMT	https://sasi.com.br/gallery	/Users/olavomac/template/SASI-website/sasi.com.br/gallery.html	(from https://sasi.com.br/security)
12:52:22	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:22%20GMT	http://sasi.com.br/contact	/Users/olavomac/template/SASI-website/sasi.com.br/contact	(from https://sasi.com.br/security)
12:52:24	15182/15182	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2016:52:23%20GMT	https://sasi.com.br/contact	/Users/olavomac/template/SASI-website/sasi.com.br/contact.html	(from https://sasi.com.br/security)
12:52:24	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:24%20GMT	http://sasi.com.br/flag-us.svg	/Users/olavomac/template/SASI-website/sasi.com.br/flag-us.svg	(from https://sasi.com.br/security)
12:52:25	16760/16760	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/flag-us.svg	/Users/olavomac/template/SASI-website/sasi.com.br/flag-us.svg	(from https://sasi.com.br/security)
12:52:26	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:26%20GMT	http://sasi.com.br/flag-pt-br.svg	/Users/olavomac/template/SASI-website/sasi.com.br/flag-pt-br.svg	(from https://sasi.com.br/security)
12:52:27	5376/5376	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/flag-pt-br.svg	/Users/olavomac/template/SASI-website/sasi.com.br/flag-pt-br.svg	(from https://sasi.com.br/security)
12:52:28	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:28%20GMT	http://sasi.com.br/flag-spain.svg	/Users/olavomac/template/SASI-website/sasi.com.br/flag-spain.svg	(from https://sasi.com.br/security)
12:52:30	78290/78290	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/flag-spain.svg	/Users/olavomac/template/SASI-website/sasi.com.br/flag-spain.svg	(from https://sasi.com.br/security)
12:52:30	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:30%20GMT	http://sasi.com.br/feather-sprite.svg	/Users/olavomac/template/SASI-website/sasi.com.br/feather-sprite.svg	(from https://sasi.com.br/security)
12:52:33	116655/116655	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/feather-sprite.svg	/Users/olavomac/template/SASI-website/sasi.com.br/feather-sprite.svg	(from https://sasi.com.br/security)
12:52:33	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:32%20GMT	http://sasi.com.br/lgpd	/Users/olavomac/template/SASI-website/sasi.com.br/lgpd	(from https://sasi.com.br/security)
12:52:34	21481/21481	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2016:52:33%20GMT	https://sasi.com.br/lgpd	/Users/olavomac/template/SASI-website/sasi.com.br/lgpd.html	(from https://sasi.com.br/security)
12:52:34	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:34%20GMT	http://sasi.com.br/privacy-policy	/Users/olavomac/template/SASI-website/sasi.com.br/privacy-policy	(from https://sasi.com.br/security)
12:52:36	69095/69095	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2016:52:35%20GMT	https://sasi.com.br/privacy-policy	/Users/olavomac/template/SASI-website/sasi.com.br/privacy-policy.html	(from https://sasi.com.br/security)
12:52:36	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:52:36%20GMT	http://sasi.com.br/terms-of-service	/Users/olavomac/template/SASI-website/sasi.com.br/terms-of-service	(from https://sasi.com.br/security)
12:52:38	197691/197691	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2016:52:38%20GMT	https://sasi.com.br/terms-of-service	/Users/olavomac/template/SASI-website/sasi.com.br/terms-of-service.html	(from https://sasi.com.br/security)
12:52:39	48592/48592	---M--	200	added ('OK')	font/woff2	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-ExtraLight.woff2	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-ExtraLight.woff2	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:39	70076/70076	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-ExtraLight.woff	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-ExtraLight.woff	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:41	50480/50480	---M--	200	added ('OK')	font/woff2	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Bold.woff2	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Bold.woff2	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:41	73508/73508	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Bold.woff	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Bold.woff	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:43	50652/50652	---M--	200	added ('OK')	font/woff2	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Black.woff2	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Black.woff2	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:43	73808/73808	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Black.woff	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Black.woff	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:45	49256/49256	---M--	200	added ('OK')	font/woff2	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Light.woff2	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Light.woff2	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:45	71864/71864	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Light.woff	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Light.woff	(from https://sasi.com.br/client/client-06e491bf.css)
12:52:47	50200/50200	---M--	200	added ('OK')	font/woff2	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/fonts/Kanit-Medium.woff2	/Users/olavomac/template/SASI-website/sasi.com.br/fonts/Kanit-Medium.woff2	(from https://sasi.com.br/client/client-06e491bf.css)
